"A","B","C","D","E"
4.5844720627795310e-01,2.4299475354850240e-02,0.0000000000000000e+00,3.4306113312492792e-01,5.1082534965611592e-01
3.5674865805427725e-02,1.2816876343422307e-01,0.0000000000000000e+00,6.4421040455711231e-02,2.7579388715746034e-01
1.4013330808927532e-01,1.1681189777520234e-02,0.0000000000000000e+00,2.6240119687258895e-01,6.7755105357996115e-03
1.1422672814794209e-01,2.1188228972053053e-01,0.0000000000000000e+00,2.0154598714270006e-01,2.3069357036497373e-01
3.6487685870264380e-01,6.6865109052564695e-02,0.0000000000000000e+00,2.6361128057429922e-01,7.8043534551044069e-01
3.6046896455088562e-01,2.5055205919615242e-01,0.0000000000000000e+00,1.0969374081010239e-01,4.3779026195432591e-01
5.3244202843426826e-02,1.5907630750807980e-01,0.0000000000000000e+00,2.3034617809229924e-01,1.8163066194204380e-01
6.2286947164352562e-02,4.8239853167057256e-02,0.0000000000000000e+00,4.5174387484011469e-01,4.1693300154951674e-01
2.2638826887037802e-01,1.5633175690878826e-01,0.0000000000000000e+00,1.7393281772717853e-01,4.4711505548837849e-02
9.9876446958841986e-02,3.6067927875764938e-01,0.0000000000000000e+00,2.9281213857318511e-01,4.4078817763616129e-01
4.6171356412132242e-01,4.8036427883199045e-01,0.0000000000000000e+00,2.8000592237992455e-01,6.4831639843308353e-01
6.6946464522527935e-02,3.2276100635873173e-01,0.0000000000000000e+00,1.7800410867562491e-01,8.6322923819276243e-01
4.8170467302327941e-01,3.9266002345504625e-01,0.0000000000000000e+00,2.4268968293101109e-01,8.3247093380240700e-01
4.4747852711061470e-01,4.4925928899850481e-01,0.0000000000000000e+00,1.0440521882766300e-01,9.6670246458188691e-01
2.8824149846804509e-01,1.2332390304345703e-01,0.0000000000000000e+00,2.3454540760580314e-01,1.0445127380420316e-01
3.2753971701115264e-01,2.9161342975371490e-01,0.0000000000000000e+00,1.8717706441604950e-01,6.5089652488621552e-01
2.2487947631309288e-01,3.6157588064782570e-01,0.0000000000000000e+00,3.4179989233565594e-01,9.4956310058300342e-01
1.5075602812048858e-01,2.0902216569982315e-01,0.0000000000000000e+00,3.6878899244510760e-01,3.0211297115746283e-01
1.1162588668588605e-01,3.5115355909391344e-01,0.0000000000000000e+00,1.5146773894195775e-01,1.7156918365339680e-01
3.7644817348585546e-02,2.8060234103601978e-01,0.0000000000000000e+00,1.8321162119385639e-01,7.1364494557721714e-01
4.4687023393475078e-01,4.6844887802127994e-01,0.0000000000000000e+00,2.7979289132337548e-01,9.0340375691581087e-01
6.6370711239038069e-03,9.2076087512634561e-02,0.0000000000000000e+00,4.9774980025535487e-02,3.5786858682617861e-01
1.4055663471496083e-01,3.7352203700914938e-01,0.0000000000000000e+00,1.8635643952971064e-02,5.0155963868233333e-01
1.8984457462306631e-01,1.0827145648678603e-01,0.0000000000000000e+00,8.3640181823640511e-02,6.0704488968222536e-01
3.5330418927360319e-01,4.3314179725608809e-01,0.0000000000000000e+00,1.7959562288734025e-02,6.4970283402733320e-01
4.4001066080828648e-02,2.9114241580440618e-02,0.0000000000000000e+00,2.3593070984984207e-01,6.8664745534393568e-01
3.1072517260302551e-01,1.7913625399533595e-01,0.0000000000000000e+00,4.3564311073728407e-01,7.4932570643334295e-01
3.4463835246767760e-01,5.9203411122084749e-02,0.0000000000000000e+00,6.0734188199318112e-02,1.4224684281936884e-01
3.3325471055991857e-01,2.7215606849754054e-01,0.0000000000000000e+00,2.0391608931373326e-01,8.0772657825042726e-02
7.4274055284269780e-02,2.4333091066675103e-01,0.0000000000000000e+00,4.7327383382588883e-01,3.4081795937229820e-01
3.7477941957144642e-02,4.8661377986124998e-01,0.0000000000000000e+00,3.3361504620854349e-01,4.6002883226404001e-01
1.8766427088951632e-01,4.9511367828110227e-02,0.0000000000000000e+00,2.8783402180863249e-01,5.3394739971140459e-01
1.4507853327623918e-01,2.6722821053656859e-01,0.0000000000000000e+00,4.3675472528562537e-01,4.9103368340094944e-01
4.5586925089674372e-02,2.0978034340248089e-01,0.0000000000000000e+00,3.6707991782986499e-01,9.4193977919541894e-01
2.1669446402962902e-01,3.3960888256346167e-01,0.0000000000000000e+00,2.3452958573205171e-01,4.2362601888850504e-01
1.5232022212208732e-01,4.5275756990022495e-02,0.0000000000000000e+00,1.6912164374710204e-01,9.0054449873531683e-01
2.7553456558059286e-01,1.1051185998259638e-01,0.0000000000000000e+00,2.1572118316481065e-01,4.5350210369045740e-01
1.2532447429289859e-01,2.4672667574716242e-01,0.0000000000000000e+00,4.3183480236921307e-01,7.1953829376025791e-02
3.6882120675708085e-01,4.2351304161837239e-01,0.0000000000000000e+00,6.4595054756195397e-02,8.1646023226591202e-02
4.2742944410161765e-01,1.9866598727265855e-01,0.0000000000000000e+00,4.5698697344995415e-01,4.9511333362321830e-01
2.8008057994818458e-01,4.1796536271643780e-01,0.0000000000000000e+00,2.2215794368805042e-01,9.4757159338264962e-01
3.8021797792927264e-01,1.9060258686459944e-01,0.0000000000000000e+00,4.5667479160943197e-01,8.2990492022668949e-01
1.0994165017119871e-01,3.4612172634016794e-02,0.0000000000000000e+00,2.7267197517024577e-01,4.9900409698105119e-01
2.8499801288364662e-01,3.0145264074097411e-01,0.0000000000000000e+00,3.0133597279294450e-01,8.8529715269079223e-01
2.9656139127470654e-01,2.3302173721122046e-02,0.0000000000000000e+00,1.2150789542872339e-01,5.1714469948272179e-01
6.9520443014117680e-02,7.4231142191729646e-02,0.0000000000000000e+00,1.6892192399816733e-01,1.8005636344553189e-01
4.1671205502597725e-01,2.7816796559476404e-02,0.0000000000000000e+00,2.0330769669142632e-01,5.7986512314830208e-01
2.9592111305686819e-01,4.4737161915047902e-01,0.0000000000000000e+00,8.3412594797166728e-02,9.1130369468383687e-01
1.1765922182432734e-01,9.4431880487914413e-02,0.0000000000000000e+00,1.0521310575679832e-01,3.1452494341596737e-01
4.4015780028305496e-01,1.6179029433890685e-01,0.0000000000000000e+00,3.3969452153938574e-02,3.8373999970087369e-01
1.2009955455944392e-01,3.3549318183021548e-01,0.0000000000000000e+00,1.8682556786294074e-01,6.8171983684574000e-02
6.1239096511770903e-02,1.4994902006114150e-01,0.0000000000000000e+00,3.1257755606818988e-01,4.3018334430904059e-01
3.0978014453818281e-01,1.5868285580894648e-01,0.0000000000000000e+00,3.0543418425975521e-01,9.9599762423151250e-01
2.8954052769728944e-01,3.2651991378225059e-01,0.0000000000000000e+00,2.9362980672756406e-01,4.2749405652450800e-01
7.4556898034101732e-02,2.3735843293492551e-01,0.0000000000000000e+00,3.1901128000171408e-01,6.6176689588142601e-01
1.2579544359391345e-01,2.8357704917965865e-01,0.0000000000000000e+00,2.7806392728846552e-01,5.8985213915179568e-01
3.6015294086924432e-01,4.8225206756611577e-01,0.0000000000000000e+00,7.6295117547937766e-04,5.7854345395569085e-01
1.5046458636982951e-01,4.4583727806244633e-01,0.0000000000000000e+00,1.5339903881297637e-01,1.9770869278368819e-01
2.1722900347640023e-01,1.3894899888053280e-01,0.0000000000000000e+00,2.4613114258122890e-01,2.9423653363754809e-01
3.2876709086262690e-01,9.6179034153515267e-02,0.0000000000000000e+00,2.2319777017779246e-01,2.8901689713444179e-01
2.8035898026144007e-02,3.2756073809049452e-01,0.0000000000000000e+00,1.3517881585733929e-01,2.9177861542259809e-01
3.0957822565692339e-01,3.7968331398982147e-01,0.0000000000000000e+00,4.3591875981338424e-01,7.2419555142507308e-02
4.0016982248450822e-01,4.1764240280886072e-01,0.0000000000000000e+00,2.2584010577741981e-02,8.8306324710429895e-01
3.2394288344278338e-01,3.0042096860651690e-01,0.0000000000000000e+00,4.1173261355415247e-01,6.9298849626142012e-01
4.2241182409652106e-02,2.4273772476830169e-01,0.0000000000000000e+00,1.5969092996563466e-01,7.9107351315439733e-01
1.3930149480255530e-01,4.6280709187243757e-01,0.0000000000000000e+00,2.8858237267481618e-01,6.8541340985579091e-01
3.9440997822255214e-02,2.6122402534836497e-01,0.0000000000000000e+00,4.5096032443573869e-01,9.1790501573292183e-01
1.3486794346922465e-01,2.3564619265086267e-01,0.0000000000000000e+00,4.6014677563994011e-01,8.2844774660722842e-01
2.5330674851189633e-01,1.7052157777588700e-01,0.0000000000000000e+00,1.0832012213042301e-01,4.2570095705850197e-01
2.9971458628603620e-01,3.4816372877607638e-01,0.0000000000000000e+00,6.7942653801185734e-02,6.3102856605498503e-01
4.5050900084371737e-01,1.5637751567867053e-01,0.0000000000000000e+00,3.6611132241238603e-01,4.7228593005960606e-01
1.1503696142097395e-02,2.0772419809037224e-01,0.0000000000000000e+00,3.9610832509351895e-01,1.4998458611404786e-01
4.7908735426034954e-01,1.7713222439669618e-01,0.0000000000000000e+00,3.6358497936512058e-01,7.8376232755447717e-01
2.1387921304630741e-01,1.1223737712580355e-01,0.0000000000000000e+00,4.4635013800125362e-01,6.8880417197363908e-01
2.3921799819396766e-01,2.8189052557007799e-01,0.0000000000000000e+00,7.3387593079158112e-02,6.6785125747930296e-01
1.4982056679829814e-01,3.0253104158311600e-01,0.0000000000000000e+00,3.8749241369344317e-01,1.8197299689201807e-01
2.4670174023441749e-01,4.6040126247400510e-02,0.0000000000000000e+00,2.2835230604163764e-01,1.4972395767327429e-01
3.9936612472264443e-01,1.2014755404322609e-01,0.0000000000000000e+00,3.6417030009369800e-01,1.2843898879626425e-01
4.2727890172435182e-02,2.4617511630302025e-01,0.0000000000000000e+00,2.6090813401953339e-01,4.7694704889340200e-01
1.5464673121682279e-01,4.7236754440414935e-01,0.0000000000000000e+00,3.8952284617038574e-01,7.2084837975174798e-01
2.9961700120188350e-01,4.0973105102167617e-01,0.0000000000000000e+00,4.5426698976763058e-01,5.8193324931435320e-01
6.8034119492849057e-02,3.8115914371303705e-01,0.0000000000000000e+00,3.8661153844899276e-01,5.2351915304574481e-01
1.4821390859455935e-01,4.6888311959664969e-01,0.0000000000000000e+00,5.6023263037763685e-02,2.2859393686322882e-01
1.6765393262655115e-01,3.1666917597583555e-01,0.0000000000000000e+00,1.7628613606120375e-01,5.4902079713960328e-02
2.1061957869605924e-01,4.1252123703834126e-01,0.0000000000000000e+00,1.3689552123042278e-01,4.6087400190015515e-01
1.3233857952812295e-01,3.3587548183948018e-01,0.0000000000000000e+00,1.5052366498913668e-02,3.5102945882582604e-01
3.8920692452124511e-01,4.0176161129638469e-02,0.0000000000000000e+00,2.8434601775233831e-01,7.8320100114753766e-02
3.3530502494152764e-01,3.3266361555055879e-01,0.0000000000000000e+00,8.8819178976663526e-02,2.4371415051961942e-01
3.0848674145754940e-01,2.8597681637867711e-01,0.0000000000000000e+00,1.1851670259422634e-01,7.1389132085797513e-01
3.9380466176336343e-01,2.3152761290042467e-01,0.0000000000000000e+00,2.0418785631120047e-02,3.8147889818980163e-01
1.9561168781717306e-01,1.6039529959109938e-01,0.0000000000000000e+00,3.2815214102794654e-01,8.7778298640803776e-01
1.5794484876803887e-02,2.5068403116543192e-01,0.0000000000000000e+00,2.9212098961822913e-01,4.1226581250174266e-01
2.1152725742479181e-01,2.8151925499180125e-01,0.0000000000000000e+00,2.9196735600687884e-01,6.8390261904995420e-02
1.9468282560313610e-01,3.9588600170832522e-01,0.0000000000000000e+00,2.4392044199036486e-01,9.3616456965240813e-01
3.2969058193058742e-01,2.2365828468413401e-01,0.0000000000000000e+00,3.4915119440888992e-01,4.3963404901977854e-01
5.8088162061777828e-03,4.5091801606398174e-01,0.0000000000000000e+00,9.7128473158281770e-02,2.1137598401555868e-01
3.1043858901587851e-01,2.2090117543270213e-01,0.0000000000000000e+00,2.1556174527296501e-01,3.5378314460704297e-01
2.6158287053739931e-01,8.3483538008361752e-02,0.0000000000000000e+00,4.1705653461304881e-01,9.7973703256488065e-01
3.4881102245624290e-01,9.9841555822266753e-02,0.0000000000000000e+00,1.0682444166737224e-02,5.5287760491053706e-01
4.4089613410574868e-01,1.5621491800635134e-01,0.0000000000000000e+00,1.7479460695816729e-02,2.8614339475998518e-01
3.8138189401695372e-01,4.3870170448651774e-01,0.0000000000000000e+00,3.6130691417677066e-02,1.6973969020413104e-01
1.3351045606331582e-01,4.1378989356053730e-01,0.0000000000000000e+00,1.0264761455427371e-01,9.8711509768145733e-01
9.7549387212166563e-02,3.3318823879527987e-01,0.0000000000000000e+00,2.1719524839980262e-01,6.3629372107045068e-01
3.4678753382242483e-01,7.1643098423318410e-04,0.0000000000000000e+00,2.9969771272537485e-02,6.3293967406129448e-01
4.3325908894894433e-01,1.5188597718413448e-02,0.0000000000000000e+00,7.4364871843333138e-02,2.2224434213384292e-01
4.7071673495252375e-01,1.9454520730968348e-02,0.0000000000000000e+00,9.0785739076656144e-02,7.8681835136300493e-01
1.3272920917659790e-03,1.8283050665933323e-01,0.0000000000000000e+00,1.1007686482294557e-01,2.4022342420309295e-01
1.6203003691294976e-01,1.7841314618104409e-01,0.0000000000000000e+00,1.9831886112489586e-01,7.1804369304812998e-01
2.4424682455571947e-01,1.4118060726599221e-01,0.0000000000000000e+00,2.5573128972046388e-01,1.6028981712800117e-01
4.5770719688188310e-01,2.5000994412374999e-01,0.0000000000000000e+00,2.2420844608357063e-01,9.3786400882904708e-01
3.0503152509272552e-01,3.4954630401853737e-01,0.0000000000000000e+00,3.8214440382752973e-01,9.7177711433513059e-02
1.3412748529256907e-03,3.6176550737023244e-01,0.0000000000000000e+00,3.8617789931554104e-02,6.8191007216591082e-01
1.1071547242693625e-01,3.0146353520582281e-01,0.0000000000000000e+00,3.8820627149450115e-01,7.3816031256478642e-01
1.6550575294374087e-01,2.6135448573068817e-02,0.0000000000000000e+00,5.5228839354171333e-02,8.5912441859422639e-01
4.0125152209081083e-01,2.2964289182291184e-01,0.0000000000000000e+00,2.1965013812312015e-01,5.0111809385151185e-01
3.1978513974963363e-01,2.5934526808934183e-01,0.0000000000000000e+00,1.7413008717669495e-01,9.5735978434950231e-01
2.5358062916347596e-01,2.9789276937657766e-01,0.0000000000000000e+00,8.5126055657202271e-02,6.4454860088911103e-01
1.6058716857924699e-01,1.2426575747649328e-01,0.0000000000000000e+00,2.8232660280218463e-01,4.4496047926290294e-01
3.0618081409003584e-01,2.1374933057334963e-01,0.0000000000000000e+00,1.4978363289035670e-01,9.4104088689707366e-01
3.6550746913710880e-01,7.8313402358816314e-02,0.0000000000000000e+00,4.1629393404593285e-01,2.9276680963127855e-01
3.1977014267819537e-01,2.8309874199350343e-01,0.0000000000000000e+00,1.5494374085379795e-02,4.8434336401456535e-01
3.9972710985401821e-01,5.8601388805650301e-02,0.0000000000000000e+00,1.3853963267548808e-01,7.6742676732263249e-01
2.3945308188970341e-01,4.6966900982704868e-01,0.0000000000000000e+00,4.0340447708693750e-01,4.7357448461732154e-01
1.8836882795283838e-01,3.4297946017112546e-01,0.0000000000000000e+00,4.8149952041185534e-01,3.5001173793752560e-01
3.7544681085370157e-01,2.8923935209672152e-01,0.0000000000000000e+00,7.0160264573192105e-02,5.4105442028121575e-01
4.2694125984401698e-01,2.0573872691270045e-01,0.0000000000000000e+00,2.0019145243867070e-01,5.5260349368314832e-01
1.3902425306707558e-01,1.9302777641275376e-01,0.0000000000000000e+00,3.5569264478657359e-01,7.9244858071922164e-01
2.6303710754785625e-01,2.8678003646377093e-01,0.0000000000000000e+00,2.3008615200161800e-01,7.3654724584474751e-01
2.9167932013872272e-02,8.2912530719020050e-02,0.0000000000000000e+00,1.3808446485514550e-01,8.7948236636151567e-01
3.9880655492344130e-01,3.2035943890677887e-01,0.0000000000000000e+00,1.6950551050232895e-01,5.3062102643246645e-01
3.8679919180698769e-01,4.5195010715642109e-01,0.0000000000000000e+00,3.8032975402619784e-01,1.2114360342949393e-01
3.0292814899370724e-01,3.1590936604412856e-01,0.0000000000000000e+00,3.2986770069845311e-01,5.0742410608032507e-01
2.0743074694751379e-01,2.6757753430584985e-01,0.0000000000000000e+00,4.6749574860352106e-01,7.3352324724331464e-01
3.3989671814982653e-01,1.6472031366441967e-01,0.0000000000000000e+00,3.5971116500804409e-02,4.6552433574724139e-01
9.7333126444389961e-02,2.2246260751778776e-01,0.0000000000000000e+00,1.3463123432153482e-01,9.8926306328870806e-01
1.0186943299795752e-01,2.0273906206800923e-01,0.0000000000000000e+00,2.4592447303626758e-01,2.3512983013787125e-01
3.3591666158683764e-01,1.3923900476544790e-01,0.0000000000000000e+00,1.7617210547613324e-01,4.9302100570009100e-01
1.8095859087980987e-01,1.9948698313162869e-01,0.0000000000000000e+00,2.2902704766842888e-01,2.6759721927461122e-01
1.0689014325204949e-01,1.2968312824239056e-01,0.0000000000000000e+00,2.5735297488924985e-01,1.5164997558824322e-01
1.3854333012896369e-01,1.6720353722121584e-01,0.0000000000000000e+00,1.9521343940007077e-01,4.9909658299045345e-01
2.6092938570630168e-02,3.4666432457299978e-01,0.0000000000000000e+00,3.3647966035883553e-01,7.8691608834005056e-02
1.4099317023133762e-01,1.8205641454121185e-01,0.0000000000000000e+00,2.5465349469819343e-01,8.9307082601959076e-02
2.6888848879571503e-01,1.0575588181075044e-01,0.0000000000000000e+00,3.0258043142255964e-01,8.2037682873692019e-01
1.8426870483084487e-01,4.2542544765408341e-01,0.0000000000000000e+00,2.6842970310784481e-01,7.0744974584084663e-01
2.7675763389678887e-01,3.3528930771063203e-01,0.0000000000000000e+00,1.8538252448502376e-01,4.5066267958882023e-02
2.5641993196675195e-01,5.1099194156116662e-02,0.0000000000000000e+00,1.2218858417021870e-01,5.7627135645259298e-01
4.4860616938951220e-01,1.8106241231541506e-01,0.0000000000000000e+00,3.9698109551189070e-01,9.4017061287185477e-01
3.5857406919869167e-01,2.7753705127880463e-01,0.0000000000000000e+00,3.7896433235833865e-01,6.8792597033243452e-01
2.2627568670916515e-01,4.0666678715490273e-01,0.0000000000000000e+00,1.4655464876422961e-01,3.9580998524538735e-01
1.9566354543025757e-01,3.7602576236551294e-01,0.0000000000000000e+00,2.8129627099962734e-01,1.0592903621690586e-01
9.7135394201038908e-02,1.3561762529384622e-01,0.0000000000000000e+00,4.2461715571361197e-01,9.9163786293256995e-01
3.5712072540083306e-01,1.2380522936447627e-01,0.0000000000000000e+00,4.2694466252273572e-01,6.2153035441086790e-01
2.9067244661735925e-01,3.4509645466117334e-01,0.0000000000000000e+00,3.8336537324340447e-01,2.1022716249411499e-01
9.9712296283745144e-02,1.1066505981669773e-01,0.0000000000000000e+00,4.1275845595940402e-01,6.5622453677096448e-01
3.4501476796659236e-01,4.1266430532694673e-02,0.0000000000000000e+00,2.4661509539267579e-01,9.2984031987222870e-01
2.4614270508186714e-01,1.0762482242369326e-01,0.0000000000000000e+00,2.9481418201584431e-01,3.8424317285005172e-02
2.6423897876865438e-01,2.1505077624482161e-01,0.0000000000000000e+00,3.3530831703211700e-01,5.0632182082344612e-01
1.6634962050454959e-02,2.8646615286484406e-01,0.0000000000000000e+00,1.3154293150205429e-01,1.9119686541592285e-01
4.1541207366836680e-01,3.2319104144125432e-01,0.0000000000000000e+00,2.2330861198431207e-01,7.3550098948645992e-01
4.8760571354335880e-01,1.7880244341063148e-01,0.0000000000000000e+00,3.2128288053451098e-01,6.2358298436715653e-01
3.9177196870053360e-01,1.8174819343562135e-01,0.0000000000000000e+00,4.4042848116858552e-01,3.0327762677666170e-01
4.4354744175122474e-01,3.0926114189710635e-01,0.0000000000000000e+00,4.6485705361826818e-01,8.8155254547306172e-01
2.5619377229273215e-03,3.6334412900335422e-03,0.0000000000000000e+00,1.1539728523406600e-01,5.6241059827585826e-01
1.9029276649144455e-01,4.1650490700249909e-01,0.0000000000000000e+00,3.4412356852427933e-01,9.5574653453689540e-01
2.5898039109383576e-02,1.0102594057790691e-01,0.0000000000000000e+00,2.1433561046450447e-01,2.6642132499812510e-02
2.2308655649537973e-01,3.6859885519662572e-01,0.0000000000000000e+00,2.5913398455975484e-02,4.9323469404595111e-01
2.7376140420270767e-01,2.5614912914256632e-01,0.0000000000000000e+00,2.7893377639521466e-01,5.2495325212782307e-01
2.3771768793598905e-01,2.0494604383506801e-01,0.0000000000000000e+00,4.3095274455449523e-01,4.4739032896069708e-01
1.2820796027578527e-01,1.0575260981189395e-02,0.0000000000000000e+00,1.1709471548494342e-01,7.9461308922958329e-01
8.1306823458681454e-02,2.9856522201961383e-01,0.0000000000000000e+00,1.9019280848756606e-01,2.8520257470398946e-01
1.0373344425263921e-01,4.2325967845934104e-01,0.0000000000000000e+00,3.4430577221841757e-01,1.8375490317117338e-01
2.0727468576280786e-01,1.1357767011010327e-01,0.0000000000000000e+00,1.8206487088384848e-01,6.9802113073763583e-01
4.1002429313947047e-01,3.0832495249352498e-01,0.0000000000000000e+00,2.4706152179578503e-01,1.5776191168119547e-01
3.1639294210176472e-01,1.6945143253737341e-01,0.0000000000000000e+00,1.6580276063757754e-01,9.6010351861741516e-01
1.9744503759900653e-01,3.1465078815183165e-02,0.0000000000000000e+00,2.4003691121168812e-03,6.2738207150015235e-01
6.0065957526877337e-02,3.4152156291244484e-01,0.0000000000000000e+00,1.9922438531924391e-01,7.3227891870630013e-01
1.4148437659267921e-01,3.8265265244334504e-02,0.0000000000000000e+00,2.8612779960104018e-01,3.5347390765169107e-01
1.6964104862235654e-01,1.0541979872964338e-01,0.0000000000000000e+00,3.2949487360100005e-01,4.4218140622015589e-01
3.5570376524913050e-01,2.0539552162494916e-02,0.0000000000000000e+00,3.9824743174382615e-01,6.3877413361012469e-01
3.6468363626550188e-01,2.4994421679915643e-01,0.0000000000000000e+00,6.9654752865204228e-02,4.7873469401325708e-01
2.9602391879198742e-01,6.3578930954810681e-02,0.0000000000000000e+00,4.2115413754750053e-01,2.8717973218242654e-01
1.6245224617753090e-01,3.8943003360575279e-01,0.0000000000000000e+00,3.5631579459991508e-01,6.8962130139466837e-01
1.5430202446267702e-01,2.1670033005532702e-01,0.0000000000000000e+00,2.4652282461756225e-01,7.3555759578533042e-01
4.0813983369834239e-01,1.8784977078279691e-01,0.0000000000000000e+00,1.2116737547283261e-01,6.0527640164008134e-01
4.6453489117839875e-01,2.9565330773773402e-01,0.0000000000000000e+00,1.5020255039627192e-01,8.5350548433672979e-01
2.9032279232998054e-01,2.4261401614039593e-01,0.0000000000000000e+00,2.7123937498756434e-01,4.9559900878006857e-01
9.2838817752095001e-02,1.3689215909227490e-01,0.0000000000000000e+00,3.4159726792532619e-01,1.7516759856063313e-01
5.8716787301517290e-02,2.3346717595392122e-01,0.0000000000000000e+00,2.1677121653064899e-01,2.2141784072043813e-01
5.9421723030180444e-02,3.1826349775713925e-01,0.0000000000000000e+00,1.0915504922213416e-01,3.7916808964364490e-01
1.8766890034327444e-01,2.1224943592491924e-01,0.0000000000000000e+00,2.5181663982564767e-01,2.9265944934383681e-01
3.8126753784852913e-01,4.0793677787526095e-01,0.0000000000000000e+00,2.9348755107988872e-01,4.5347964001182639e-01
8.3059984078204141e-02,7.8334768576989303e-02,0.0000000000000000e+00,2.9317217913629973e-01,5.1322374342539545e-01
1.9390358783141139e-02,1.2467328775462347e-01,0.0000000000000000e+00,5.8145038207018072e-02,6.6544791955450666e-01
3.6121813087202531e-01,4.8748501688892099e-01,0.0000000000000000e+00,1.8357927199925902e-01,9.7066858055441441e-01
2.5894397743237685e-01,3.6879577967593452e-01,0.0000000000000000e+00,4.6891941034612988e-01,6.2521452466776761e-01
3.2007874157606242e-01,1.2034533418779082e-01,0.0000000000000000e+00,3.1268203623045437e-01,6.8005219671751105e-02
2.9514412066998186e-01,1.1549486387446505e-01,0.0000000000000000e+00,2.4169288098326158e-01,4.7358182870832954e-01
3.8143516312660608e-01,1.4893575391969283e-01,0.0000000000000000e+00,8.7649250738326093e-02,5.0868791525476609e-01
3.3601423776835831e-01,4.7266063094210858e-01,0.0000000000000000e+00,2.3923731916608015e-01,5.1809960157704582e-01
6.8553726955696295e-02,5.5696343920631275e-02,0.0000000000000000e+00,2.5071770318944087e-01,4.9447657261978128e-01
2.6421673566069531e-01,8.9478914061166787e-02,0.0000000000000000e+00,2.9588632070775345e-01,5.3868312237541160e-01
7.7109452916498983e-02,2.2135757149693885e-01,0.0000000000000000e+00,2.0807418781375420e-02,3.4810561683723940e-01
1.6289109658680392e-01,1.2484433102451518e-01,0.0000000000000000e+00,3.3675985258225227e-01,1.1494122520923966e-01
1.1538834787804350e-01,3.8324776161743229e-01,0.0000000000000000e+00,3.7258639998590104e-01,8.8879369883790615e-01
4.5254744920511036e-01,4.0743064805342072e-01,0.0000000000000000e+00,3.7387768267819771e-01,1.1730318650135430e-01
1.7646505365035603e-01,5.3877541430338217e-02,0.0000000000000000e+00,3.8190136026042110e-01,1.7092980423185633e-03
2.1930565351606049e-01,3.3799858114629155e-01,0.0000000000000000e+00,4.1105895209056814e-01,9.2767219016410718e-01
4.4886957368589481e-01,1.5458884119761868e-01,0.0000000000000000e+00,6.0523862685651748e-02,2.1654902086117200e-01
3.5877834843118511e-01,1.1226411858650596e-01,0.0000000000000000e+00,2.6620009142896561e-01,4.7545329852902896e-01
3.3121568739759821e-01,1.8145743502288533e-01,0.0000000000000000e+00,1.1286246674874804e-01,8.7765672499365643e-01
2.8099063285507953e-01,8.0741178732697955e-02,0.0000000000000000e+00,4.6953777234138189e-01,9.1709447156559909e-01
3.5733323434224101e-01,4.4733177171843433e-03,0.0000000000000000e+00,1.8492969185156027e-01,3.3892534866026613e-02
8.0788427896957865e-02,2.8025873210964442e-01,0.0000000000000000e+00,3.7807820088003818e-01,2.4688386441854759e-01
2.4214149468503807e-01,3.4054687159104136e-01,0.0000000000000000e+00,4.2147852720844198e-01,3.0262906426960878e-01
4.4205706721920829e-01,9.0213188506987532e-03,0.0000000000000000e+00,2.6684405232648556e-01,2.0958275187924591e-01
1.2480529905080869e-02,3.4341092701158954e-01,0.0000000000000000e+00,2.9945202412073224e-01,5.4737148838218874e-01
2.6890568627182027e-01,7.3415112130795726e-02,0.0000000000000000e+00,4.7568833279142686e-01,2.8880257443451929e-01
1.9716363165982406e-01,4.5398764314331841e-01,0.0000000000000000e+00,3.4763441514119392e-01,1.3023200183802985e-01
3.0083287379985918e-01,1.9711784283398961e-01,0.0000000000000000e+00,4.1479716512525605e-01,7.6955491945553089e-01
3.7633326856476007e-01,2.3492740175246302e-01,0.0000000000000000e+00,3.1429723218445810e-01,1.1267688595014369e-01
2.2392268109505520e-01,4.1366097260542217e-01,0.0000000000000000e+00,1.1642725270898763e-01,3.8263835869039098e-01
3.8282040325833494e-01,2.0351841229070022e-01,0.0000000000000000e+00,4.1741723487991311e-01,4.7288466317774192e-01
4.0400020211693144e-01,5.3428278161256358e-02,0.0000000000000000e+00,4.4272423671824335e-01,3.7935942929109667e-01
3.5365496088333331e-01,3.6436833398849483e-01,0.0000000000000000e+00,2.0994572797391176e-01,2.1658966472187124e-02
1.7212709147511665e-01,3.5912249138217639e-01,0.0000000000000000e+00,2.5347474609819692e-01,1.2759449566133374e-01
3.4041749837377361e-01,3.6176671432098023e-01,0.0000000000000000e+00,4.6923349385780307e-02,4.6212274593780922e-01
1.1483824276112752e-01,4.0040840254471893e-01,0.0000000000000000e+00,4.1465411231417781e-01,4.5485704465143595e-01
8.1612878755237692e-02,7.6814575379344704e-02,0.0000000000000000e+00,2.0394290893836967e-01,4.2259882985897268e-01
1.8283957449427721e-01,9.3008979985829104e-02,0.0000000000000000e+00,9.1131294774008428e-02,5.5519134684614180e-01
3.1487606336977048e-01,5.4844718850655949e-02,0.0000000000000000e+00,4.6633009302622330e-01,7.6705453937245305e-01
1.5382704396620547e-01,2.7903533965526417e-01,0.0000000000000000e+00,3.1925429159294011e-01,5.4166156257145381e-01
2.0355091035179684e-01,2.2450486448721879e-01,0.0000000000000000e+00,1.4522074778980310e-01,7.4355383094972494e-01
3.5647482890180227e-01,2.4043773551598738e-01,0.0000000000000000e+00,4.6789996332180078e-01,9.5814107592029707e-01
