"A","B","C","D","E","F","G","H","I","J","K","L"
1.5500644290597210e-01,2.0844033905797249e-01,0.0000000000000000e+00,3.4214594629225215e-01,1.3355724078715941e-02,3.0123330181650371e-01,5.7874298142265917e-03,0.0000000000000000e+00,9.0458514565855030e-01,2.9654616689185692e-01,7.9903804595547911e-01,3.9207549453860735e-01
7.0564318056600261e-01,2.5128859177463769e-01,0.0000000000000000e+00,2.1412720247978090e-01,4.5645290993847804e-01,3.5220841776212675e-01,4.6667075844855843e-01,0.0000000000000000e+00,3.9260492321073714e-01,2.6440633034429295e-01,8.3760230701852567e-01,3.8698035349579141e-01
2.2308860383104423e-01,4.8419982920236769e-02,0.0000000000000000e+00,2.7459101123770155e-03,3.0679325706926175e-01,1.4663869816794467e-01,6.3540798308472257e-02,0.0000000000000000e+00,8.3517059349589884e-01,9.6250074173913708e-02,5.7698611538673306e-01,4.4483599169774601e-01
8.0377197393702859e-02,4.1404137720081319e-01,0.0000000000000000e+00,1.6688837211904498e-01,4.8521296681938564e-01,2.6434576119890707e-01,2.9927244706717615e-01,0.0000000000000000e+00,5.8294468616126638e-01,3.9921668443013714e-01,1.5325774971927864e-01,3.7969474632108402e-01
1.6448342890136991e-01,1.2775380130255356e-02,0.0000000000000000e+00,2.5214527674678339e-01,2.7766263389084850e-01,8.1452977670412423e-03,3.9878158634759553e-01,0.0000000000000000e+00,6.2246514053679447e-01,3.8877209851110689e-01,9.4058738846272805e-02,9.6550723912245617e-02
8.3743069498754630e-01,2.8955866993773921e-01,0.0000000000000000e+00,1.3361725809535516e-01,4.2918089938512743e-01,3.2190380999142082e-01,3.6519793569412573e-01,0.0000000000000000e+00,2.9963172312022257e-01,1.2988776125028551e-01,5.0109810207237415e-01,3.5682727500830858e-01
4.6710037481164579e-01,2.4808947260027003e-01,0.0000000000000000e+00,3.6936205407349443e-01,3.6762919695789237e-01,1.7290357029945616e-01,5.5856363963567336e-02,0.0000000000000000e+00,3.2783500853984893e-01,8.0977714490081579e-02,6.6504497006913632e-01,8.3175844953073597e-01
1.8390083200232255e-01,2.6535412401389663e-01,0.0000000000000000e+00,3.7947964478843721e-01,1.0000275074483783e-01,7.8372874113686250e-02,5.6877561541617300e-02,0.0000000000000000e+00,1.0623107460539671e-01,5.6236713442533295e-02,1.6099151976198289e-01,3.4808821424524039e-01
1.3674722358522318e-01,2.1442504385773545e-01,0.0000000000000000e+00,8.0025675307988695e-02,5.9431013520921110e-02,1.0976091099834648e-01,3.9477226571069413e-01,0.0000000000000000e+00,9.7040417052203454e-02,3.7286652212802002e-02,2.1435665643183999e-02,7.3484904654048688e-01
9.7985828487764604e-01,1.6497964278921379e-01,0.0000000000000000e+00,1.8967966911864709e-01,2.7550443439002947e-01,2.8435276777461499e-01,8.9365692944544259e-02,0.0000000000000000e+00,2.6425693028951347e-01,2.0322231821967085e-01,2.5922514128524909e-01,4.3859519354296994e-02
9.2276938062803660e-01,4.8627414455138596e-01,0.0000000000000000e+00,2.2701698660377204e-01,1.2027925869421069e-01,5.6335174439557927e-02,1.4069856990762825e-01,0.0000000000000000e+00,2.8119833578386100e-02,1.8206237045432466e-01,4.9586965962128038e-01,7.1668416913269528e-02
6.6092679658142095e-01,9.3723250847022668e-02,0.0000000000000000e+00,1.1347344221680362e-01,2.1947307720458245e-01,2.1641258638144109e-01,3.6433000106930813e-01,0.0000000000000000e+00,7.1616277553765961e-01,2.5333157821582363e-02,3.0808888297799442e-01,2.9111039508332048e-01
7.6429707555609516e-02,2.4316875149836922e-01,0.0000000000000000e+00,1.7401173576902779e-01,2.7334258090674307e-01,2.4540550954422788e-01,2.0484552685734198e-01,0.0000000000000000e+00,8.7427842038059689e-01,4.0903595972435097e-01,8.7383501135481878e-01,6.1696931366134278e-01
8.6177448163095116e-01,2.5540023592372330e-01,0.0000000000000000e+00,3.9789308114043881e-01,2.3740152536537823e-01,2.2688478711931670e-01,2.7287830084098469e-01,0.0000000000000000e+00,6.7237370081279613e-01,2.8205169171983645e-02,3.9521109724963921e-01,6.2267859733227882e-01
4.9338349674558968e-02,3.9428053035031047e-01,0.0000000000000000e+00,1.2285423621900700e-01,1.2199414204411232e-01,4.2437805245394750e-01,3.2341492390301890e-01,0.0000000000000000e+00,4.1032648159895668e-01,2.9633685465033849e-01,8.5078098529359081e-01,7.7779725203301031e-01
9.4455983493381890e-01,1.7885218225206989e-01,0.0000000000000000e+00,3.9767920504676223e-02,3.5873347956542713e-02,2.0347323492640273e-02,5.6638224547211395e-02,0.0000000000000000e+00,3.9179973579283622e-01,1.1386841150189839e-01,2.2671557657268471e-01,9.7609231026435372e-01
4.2478621906258773e-01,2.3261876659454875e-01,0.0000000000000000e+00,3.4330971558901680e-01,1.4011720892733220e-01,4.8021254161712262e-01,2.1429046828589912e-01,0.0000000000000000e+00,8.4183466968446008e-01,3.0389091749123315e-01,1.8849509487222749e-02,6.4012472036831003e-01
5.2204304522463829e-01,2.4277511733180887e-01,0.0000000000000000e+00,7.3911774439416919e-02,2.6703537709720931e-02,1.9567394128036071e-03,2.7181398283895375e-01,0.0000000000000000e+00,2.4199660590719252e-01,4.5403022234080437e-01,6.3620044592728164e-01,1.6235980143923268e-01
4.4959797338415552e-01,4.4271216925329027e-01,0.0000000000000000e+00,4.7154820454528901e-01,1.8473672246916473e-01,1.0142604067962099e-01,1.1571460761313231e-01,0.0000000000000000e+00,7.9907729345651735e-01,2.1493637065202609e-01,7.1472749488535858e-01,5.6053038400886090e-01
2.7944985658939148e-01,2.2520065327940600e-01,0.0000000000000000e+00,1.6722824613534490e-01,4.1291237061299335e-01,4.7105338750243704e-02,3.7785994563984147e-02,0.0000000000000000e+00,5.1087625443510110e-01,1.9485418129828519e-01,3.2128086440944981e-01,7.8509150559997698e-01
6.1355382297151517e-01,3.9588496384528898e-01,0.0000000000000000e+00,3.5385522839993855e-01,4.5830289660636492e-01,2.4309346593979031e-01,3.4280149038135882e-01,0.0000000000000000e+00,6.3424476720920264e-01,2.7973751366257565e-01,9.3780298636806081e-01,5.4074247861013447e-04
7.2560652553733451e-01,4.3514215488200569e-01,0.0000000000000000e+00,3.2483966258406899e-01,2.0462327870445113e-01,7.6981135008096155e-02,3.3822851448446684e-02,0.0000000000000000e+00,9.6320242295315261e-01,2.5546526331377900e-01,8.1764059567711200e-01,8.6286075743971802e-01
2.9203776616500976e-02,2.3791934137625712e-01,0.0000000000000000e+00,9.1595457842813033e-02,4.4132934586539257e-01,4.2858603335570378e-01,3.4973550245439200e-01,0.0000000000000000e+00,2.1461452623249433e-01,3.8588135907648624e-01,7.0590596920947335e-01,2.3608540547611501e-01
9.1446188351674462e-01,1.9999475766644975e-01,0.0000000000000000e+00,4.8217492880771673e-01,2.9660036480287028e-01,1.5799637007993278e-01,2.8785574028217715e-03,0.0000000000000000e+00,5.3855727417914889e-01,2.8073144784949416e-01,4.8961731678169573e-01,9.6704641574827788e-01
4.9180693618997751e-01,8.8940104192932509e-02,0.0000000000000000e+00,4.3086113844482343e-01,1.7163064499560404e-01,4.1673011315698261e-01,4.0341634733062748e-01,0.0000000000000000e+00,4.6028359842717048e-01,2.3498986546610695e-01,3.4861823514681145e-02,5.2873598041270276e-01
8.7434222409529583e-01,4.2897100943034366e-01,0.0000000000000000e+00,3.8761411324853645e-01,3.9120791905692276e-01,2.7429717015735205e-01,1.0879732178012667e-01,0.0000000000000000e+00,1.0544193076241704e-01,1.0040950744302332e-01,4.5139369708579147e-01,3.5838088324460982e-01
9.1980393499575519e-01,3.3960661832044420e-01,0.0000000000000000e+00,1.7147489784942942e-03,4.1677572201940638e-01,1.8144552406902135e-02,4.6074516928394796e-03,0.0000000000000000e+00,6.4353973886464999e-01,6.5688942300111769e-02,6.4665552771108414e-02,8.9286946654387700e-01
5.4677020094837347e-01,3.7049934161888631e-01,0.0000000000000000e+00,4.6253423868687993e-01,3.3722279505602126e-01,3.1743153482786823e-01,1.1017543431962259e-01,0.0000000000000000e+00,7.5056680552090915e-02,7.5282272016444080e-02,1.9389908182788962e-01,2.6305443168070930e-03
5.4390869256745766e-01,2.4505228378030358e-01,0.0000000000000000e+00,5.7329186556574090e-02,2.7954237302144991e-01,1.7880209345607753e-01,2.2599644510092920e-01,0.0000000000000000e+00,1.9451737042723183e-02,1.6082982097272938e-01,8.4744159750605919e-01,1.3116885884313945e-01
8.2612435427225739e-01,9.5436111446041930e-02,0.0000000000000000e+00,7.0435831428488291e-02,1.4157790206554818e-01,2.7924418344370916e-01,4.8557816448615942e-01,0.0000000000000000e+00,2.3571326950095828e-01,1.4569097470539147e-01,1.7817062415967544e-01,5.0280129606804103e-01
8.7632519187828883e-02,2.8298434980806630e-01,0.0000000000000000e+00,3.2220054875789722e-01,1.4993839742194082e-01,2.8864959831677406e-01,1.2980345241321478e-01,0.0000000000000000e+00,3.2197532941773854e-01,5.2998303017301886e-02,2.7869701520136037e-01,4.9748221747339283e-02
6.5835758338611705e-01,5.5206149946710407e-02,0.0000000000000000e+00,2.1856670734430145e-01,4.3645475304816056e-03,3.2254004811318826e-01,1.2898473965187665e-01,0.0000000000000000e+00,1.8001839270609299e-01,3.1838049675862118e-01,6.4013233384268386e-01,8.8512807807626115e-01
1.0919993194292177e-01,4.1374453917798548e-01,0.0000000000000000e+00,2.4130648756599118e-01,4.6486920337903309e-01,2.2436328922659549e-01,2.0160428640417996e-01,0.0000000000000000e+00,7.6127897043783599e-01,2.5988351453671860e-01,4.8637604516386546e-02,4.7345350275625497e-01
8.4932109929487498e-01,4.5223676510495435e-02,0.0000000000000000e+00,3.8074892503881397e-01,3.7436541315987504e-01,3.6686876393237922e-01,2.8877846921034278e-01,0.0000000000000000e+00,1.2522114640356929e-01,3.2998001523149589e-01,9.0274970336829230e-01,8.4801719756034233e-02
1.8677955045461214e-01,2.8418704887101170e-01,0.0000000000000000e+00,9.6718620783318133e-05,2.3104037731264787e-01,1.8970266030556046e-01,4.3878399577841321e-01,0.0000000000000000e+00,6.7718558475313184e-01,3.7922207255620249e-01,9.3872514553077546e-01,4.5179974865680039e-01
7.1842468831591799e-01,6.3153846870787109e-02,0.0000000000000000e+00,2.5128228182784396e-01,3.1739832780768679e-01,2.1846900579944623e-01,1.5441594901132391e-01,0.0000000000000000e+00,5.9761943490289848e-02,4.2922414541768550e-01,1.4456503756288197e-01,5.5563475584924915e-01
9.6999427197876797e-01,3.7507651365113290e-02,0.0000000000000000e+00,3.3317639021031670e-01,2.7131074940018213e-01,1.4007017443015715e-01,2.6315368633768133e-01,0.0000000000000000e+00,6.7170367509104212e-02,3.5113995866101250e-01,4.0460514783616852e-01,3.3528875772952849e-01
9.9990699487454338e-01,4.3729034044202653e-01,0.0000000000000000e+00,2.9069375164183420e-01,2.1889426407992560e-01,2.7205106498151732e-01,2.2425667295438964e-01,0.0000000000000000e+00,2.4077959507749069e-01,2.6700578897940247e-01,2.1097690950525627e-01,6.2818313370889145e-01
8.4468730001652381e-01,3.8534401861362277e-01,0.0000000000000000e+00,2.9762548205300804e-01,2.4306843190187796e-01,2.4256222838809477e-01,2.1049377778192754e-02,0.0000000000000000e+00,7.2798293274635784e-01,3.7374602581352317e-01,4.4451056998121330e-01,9.1728037771955151e-02
6.8367769764875463e-01,9.1066098383290217e-02,0.0000000000000000e+00,1.1294549055978403e-01,5.1307689826809132e-03,1.3712399082771265e-01,2.0391982540116377e-01,0.0000000000000000e+00,9.0131446793164449e-01,2.7057850809036682e-01,1.8328232105389519e-01,7.1831139486640194e-01
7.4151294152627534e-01,5.5823248681637010e-02,0.0000000000000000e+00,1.9025890536127399e-01,1.4339998230709697e-01,7.1469028653408886e-02,1.9930000312484897e-01,0.0000000000000000e+00,9.9199892546890323e-01,3.9289007847132329e-01,3.7143799230128671e-01,5.8693425716393577e-02
9.1838786163560115e-02,3.3372699207350498e-01,0.0000000000000000e+00,2.0544692538470777e-01,8.9158485635792095e-02,1.4300837054908197e-01,8.0661405368272238e-02,0.0000000000000000e+00,6.5341836956195887e-01,3.9579927540442905e-01,1.7624724560540006e-01,5.6666618869755303e-01
8.6304864686941585e-01,1.7924368202606333e-01,0.0000000000000000e+00,6.3477567339864455e-02,3.4094371941721108e-01,4.8434080492153309e-01,3.8735927419749533e-01,0.0000000000000000e+00,5.8370453611692685e-02,1.6735266353490696e-01,6.7176934077653017e-01,9.7124760126846654e-01
7.5349449698123938e-01,4.5350509640723846e-01,0.0000000000000000e+00,8.3909704275592203e-02,4.2070641159473793e-01,6.6881783774319636e-02,2.8587377270912925e-02,0.0000000000000000e+00,4.9326851784537262e-01,1.8609236627647799e-01,3.3786427687035503e-01,2.6594277897544738e-01
4.9151256227052764e-01,4.2592926758271887e-01,0.0000000000000000e+00,2.3413182281552758e-01,3.4936600388049460e-01,3.8743881461099539e-01,4.7727466330199633e-03,0.0000000000000000e+00,1.2751468643822705e-01,2.7520243169032232e-01,2.5571597543745761e-01,6.1407424007510203e-02
3.2732456675752819e-01,3.4753017177529755e-01,0.0000000000000000e+00,6.2763151138285081e-02,3.0027217496445635e-01,4.5127878614851830e-01,2.8455488545500274e-01,0.0000000000000000e+00,8.2803694592961152e-01,4.1284455754029781e-01,8.4878132591786470e-01,1.4061282960139576e-01
8.2007446762767722e-01,2.8994708150940329e-01,0.0000000000000000e+00,4.6556587357065110e-01,1.0537238926652523e-02,4.3371088905482169e-01,2.7610458423593420e-01,0.0000000000000000e+00,5.1219065729523572e-01,1.7657248166367198e-01,4.7314054026456520e-01,4.0026617324849423e-01
6.0205861301529118e-01,7.8014643165539049e-02,0.0000000000000000e+00,2.3034762077033435e-01,2.2471021820775903e-02,3.9453416259717117e-01,3.1929583264384614e-01,0.0000000000000000e+00,7.9231822077221636e-01,1.5392450412865114e-01,5.9461052854105079e-02,1.6818759653439130e-01
5.9671396013592104e-01,2.2129626336873398e-01,0.0000000000000000e+00,1.0651903771707226e-01,4.7029395730895324e-01,1.1742715269191427e-01,1.9861395759989808e-01,0.0000000000000000e+00,7.8216311036212538e-01,6.5426406308637742e-03,5.3725891759999977e-01,5.5025247346243589e-02
3.0511085641727465e-01,3.5617837602302127e-01,0.0000000000000000e+00,1.7403375558839243e-01,4.0140710213331354e-01,3.0040524988858885e-01,3.6118431177371968e-01,0.0000000000000000e+00,2.4171448025436959e-01,3.5820363070689204e-01,5.5078252515078341e-01,5.3881614418695989e-02
5.9962375925997713e-01,3.7279798234559353e-01,0.0000000000000000e+00,1.5329587034043565e-02,2.9990430866324658e-01,3.0782810176412928e-01,1.1786365034067540e-01,0.0000000000000000e+00,7.0406265994951367e-01,4.6962022724013563e-01,7.7228677519199285e-01,2.6280584848733701e-01
8.2548550432942180e-02,3.0179216781943169e-01,0.0000000000000000e+00,4.3759538668509557e-01,3.2729285752224152e-01,1.1299148887734502e-01,3.7763371225888703e-01,0.0000000000000000e+00,8.5465969833809319e-01,4.5911226811420314e-01,5.7318239899615975e-01,6.8060044318138768e-01
1.3044440457207429e-01,1.0770464358607654e-01,0.0000000000000000e+00,5.7579040626951745e-02,3.2258734691162572e-01,2.2867668554670254e-01,3.9026185921245771e-01,0.0000000000000000e+00,9.1826053381383632e-01,1.0911636114142049e-02,6.5834831875115141e-01,6.1862538976152126e-01
7.2566166715742408e-01,2.6786391891033884e-01,0.0000000000000000e+00,3.2412692900025369e-01,2.2227656709056351e-01,3.8018296738547230e-01,4.5565390780927489e-01,0.0000000000000000e+00,6.3072071275851349e-01,2.3047344498463279e-01,9.2851945005861092e-01,3.4892160238426007e-02
5.9855560906950322e-01,2.6427340328642329e-01,0.0000000000000000e+00,4.3871209297020104e-02,4.9666536787848707e-02,3.9061602157019738e-02,4.6612537265980747e-02,0.0000000000000000e+00,7.9373043377066699e-01,1.8455220008719078e-01,6.1887316611516097e-01,7.7950889820044567e-01
6.5172577052543068e-01,1.3425947315544036e-02,0.0000000000000000e+00,4.7579941179487889e-01,8.5604914210505353e-04,1.7306198805489181e-01,1.5716362481837495e-01,0.0000000000000000e+00,8.2566907477021623e-01,3.6936890765364738e-01,1.6340261736947803e-01,3.5253273396951501e-02
1.6344130398242651e-01,3.3057946711878655e-01,0.0000000000000000e+00,2.6622719140998125e-01,1.0294599757051240e-01,6.7265761878342684e-02,2.1262195742427886e-01,0.0000000000000000e+00,6.0600475628625627e-01,4.0908186208591130e-01,9.4357819931944720e-01,7.2208688642717922e-01
8.5139558218137035e-01,2.3309387253679095e-01,0.0000000000000000e+00,1.3119052318217431e-01,4.0477004247742798e-01,2.7956183430279258e-01,1.9492219663104579e-01,0.0000000000000000e+00,2.0972396501287549e-01,1.9996308835305662e-01,6.3646762813884794e-01,9.3564144017558082e-01
2.6508345601754835e-01,1.2950401969668557e-01,0.0000000000000000e+00,9.4415134098271999e-02,3.7425617635954506e-01,2.7994646614368757e-01,2.8951060880039881e-01,0.0000000000000000e+00,3.3284421019304467e-01,3.4498113373826828e-01,8.0063094171974658e-01,9.2693771250794388e-01
3.8208812841530837e-01,2.5736115804204041e-01,0.0000000000000000e+00,2.0225752399340092e-02,6.5071076123188645e-02,1.1503405199477727e-01,1.4850121847127429e-01,0.0000000000000000e+00,8.4676443468387341e-01,2.3954226964742320e-01,9.0236872793444634e-01,2.4792244880163250e-01
3.5484482096977255e-01,1.5117355240961439e-01,0.0000000000000000e+00,3.0277079614208249e-02,3.0377142092243609e-01,3.4037602737175382e-01,3.4557937415023748e-01,0.0000000000000000e+00,1.4850930248079308e-01,1.4113284779224852e-01,9.3178061703913584e-01,2.8279232331382720e-01
9.6861236543263263e-01,1.6208159040126489e-02,0.0000000000000000e+00,1.2816654469929856e-01,2.5284603240168824e-01,3.5581348687006165e-01,1.7684916834872896e-01,0.0000000000000000e+00,7.6978375634956353e-01,2.7449705381531603e-01,4.0995132871285311e-01,9.7587689076191153e-01
4.9897031096428757e-01,3.5392815663873467e-01,0.0000000000000000e+00,3.2586843269704741e-01,1.6147176105853850e-01,2.1652327548143921e-01,1.4832520093517620e-01,0.0000000000000000e+00,8.2586348037837620e-01,5.6877607259070713e-02,1.7197645997947197e-01,7.0744514810787318e-01
6.6399658882191570e-02,3.7307090133280796e-01,0.0000000000000000e+00,4.0116266067196266e-01,2.7985193847281875e-01,3.2435844897269273e-01,8.2941484571232488e-02,0.0000000000000000e+00,7.4191747503830618e-01,4.2113163041116042e-01,3.4801300580332484e-02,2.5535498801371115e-01
2.6834315323432012e-01,4.6389736950671184e-01,0.0000000000000000e+00,3.1825404623210340e-01,9.0987395967319327e-03,4.8717618912880867e-01,3.8578209010159459e-01,0.0000000000000000e+00,8.0793796380404559e-01,4.0719286667042576e-01,9.7075666289304796e-01,3.4896631128101929e-01
3.0937070483254869e-01,3.1797235354981612e-01,0.0000000000000000e+00,3.1153361266175006e-01,1.2807680456277087e-01,1.6453274844328156e-01,3.3958707717683578e-01,0.0000000000000000e+00,8.7559201463594194e-02,1.7326008413798596e-01,1.4270303275383256e-03,5.6943692689103687e-01
8.0779102204476461e-01,2.2129232577221891e-01,0.0000000000000000e+00,3.7038548431902635e-01,3.6556056189851893e-01,2.1393142345163549e-01,2.0724033448452789e-01,0.0000000000000000e+00,9.4482662890030111e-01,3.1058993399036793e-02,3.3317295050715368e-01,1.6437420227774524e-01
9.5054561181620278e-01,2.2415274147487474e-01,0.0000000000000000e+00,4.8627430687054618e-01,4.4631259317141297e-01,8.7971562478823470e-02,1.6888098761587775e-01,0.0000000000000000e+00,7.6803388944278850e-01,2.1699186531630776e-01,2.7879870363672343e-01,9.3296612971675752e-01
8.0794164998982421e-01,2.4215571634987212e-01,0.0000000000000000e+00,2.9687711352139112e-01,1.9147906177851234e-01,2.9238332564624736e-01,3.3618297409421537e-02,0.0000000000000000e+00,8.5335481174262684e-01,6.5634762968027879e-02,8.4561085580203654e-01,9.9785413712984750e-01
2.9954604974142707e-01,1.6824143011413223e-01,0.0000000000000000e+00,1.5313818620659889e-01,4.3854140469491892e-01,1.9773062990161124e-02,4.0097382860557240e-01,0.0000000000000000e+00,5.3990888638840961e-01,1.5745817234576182e-01,9.1028128162732758e-02,4.7447374283885346e-01
4.1406252599299442e-01,1.4244778676028064e-01,0.0000000000000000e+00,4.4004311372736987e-01,3.8813251384930303e-01,1.8446079107252014e-01,6.9479526993387788e-02,0.0000000000000000e+00,7.8888519673780455e-01,3.4817264707238194e-01,3.4629740346926119e-01,6.3210839323090795e-02
7.9551362528609548e-01,3.6258172389318027e-01,0.0000000000000000e+00,2.8761131391645078e-01,4.7283892991771981e-01,2.3277389132088916e-01,1.4435487219708337e-01,0.0000000000000000e+00,1.8305668072909964e-01,2.6247827363103854e-01,3.8176528590940384e-01,6.8594654323989812e-01
2.3836056252935012e-01,1.2223223590997717e-01,0.0000000000000000e+00,2.5146474124981039e-01,1.1314625231939641e-01,1.0520551440918993e-01,2.6593993515506242e-02,0.0000000000000000e+00,7.3559439218580036e-01,3.8630643408727527e-01,5.3566242435412614e-01,6.7194065938748482e-01
7.0086843388819386e-01,2.0156631596591704e-01,0.0000000000000000e+00,1.8127577696426628e-01,4.1605671392324328e-01,2.4126504930346984e-01,9.7828188918303687e-03,0.0000000000000000e+00,2.6604846829859286e-01,3.7765037979565974e-01,3.6052913692898292e-01,1.9391867960369158e-01
7.8934559418075700e-04,1.3151362190019039e-01,0.0000000000000000e+00,3.3084132584014569e-01,3.8948759060299903e-02,1.5666325548775527e-02,3.0206416356581811e-01,0.0000000000000000e+00,3.2429829198061189e-01,1.5399348676127977e-01,3.9577545836335259e-01,4.0176214856314907e-01
2.5051076726930543e-01,2.3779123923841905e-01,0.0000000000000000e+00,3.5422083186032363e-02,4.5314335830920827e-01,1.3361978704341954e-01,1.0614137137669628e-01,0.0000000000000000e+00,1.4100160327653222e-01,5.9119480031207580e-02,2.0464929070573645e-01,9.7329498476533050e-01
3.5221621227767375e-01,9.2602984127286042e-02,0.0000000000000000e+00,5.6644971990832349e-02,1.8850599206725602e-01,3.1104616631834292e-01,4.7286017222615107e-01,0.0000000000000000e+00,4.9138241456993015e-01,7.9314991094833157e-02,3.3344521044873576e-01,8.3836644364670465e-01
2.1676111328237191e-01,7.8777463705545323e-02,0.0000000000000000e+00,3.3104935910145444e-01,8.9690753255188368e-02,2.3428746178033788e-01,4.3525991371918976e-01,0.0000000000000000e+00,1.7189577352850471e-01,3.3703821403091827e-01,8.8942833635460627e-01,5.3848129157525948e-01
7.5169217552400536e-01,3.6947284185037915e-01,0.0000000000000000e+00,2.3580362242774183e-01,1.0045131827280041e-01,7.7162123700970336e-02,3.5665583161352987e-01,0.0000000000000000e+00,4.4597799067830790e-02,1.6466713005009431e-01,5.0981873392033750e-01,2.3789668917130835e-01
6.9219108164818755e-01,1.1968845054338736e-01,0.0000000000000000e+00,2.2426577960621921e-01,2.8520927137200314e-01,4.4656338707550086e-01,1.7429129334043231e-01,0.0000000000000000e+00,1.0897943817590905e-01,4.0262380279750681e-01,7.8888622296584376e-01,6.1074399647886990e-01
8.8594105899958353e-01,2.1034588867507431e-01,0.0000000000000000e+00,2.9538343120943072e-01,5.3369329462805058e-02,1.6070290613411894e-01,3.0592712821796558e-01,0.0000000000000000e+00,5.2329959489194899e-01,2.5051820162614080e-01,6.0613794431403112e-01,2.0907607592189903e-01
5.1168296755373377e-01,3.3048374604732741e-02,0.0000000000000000e+00,4.2018036424368560e-01,2.4932124978297285e-01,2.9046216299858341e-01,4.6154080946313719e-01,0.0000000000000000e+00,1.4748568517175631e-01,2.7177213078550613e-02,8.4906463671644117e-02,6.9867529892174618e-01
6.2067180505168684e-01,9.9998187099292687e-02,0.0000000000000000e+00,2.5163295538124764e-01,8.5639233755514826e-02,3.5046231916946985e-01,3.1386957323095038e-01,0.0000000000000000e+00,9.5752915757537949e-01,3.1980663084880506e-01,5.8738663096804378e-01,9.8363726758295478e-01
6.6955142043971438e-01,2.8847672769623961e-01,0.0000000000000000e+00,3.5902846395389704e-01,3.4741808698863411e-02,2.6607091305494945e-01,3.0856150853754144e-01,0.0000000000000000e+00,1.2805191562440310e-02,3.9256894945153270e-01,2.8379294283854573e-01,7.0583867115214449e-01
9.3781263670266779e-01,1.0676430066218150e-02,0.0000000000000000e+00,2.8697655477684259e-01,3.9500960143210900e-01,1.2275107162047684e-01,1.6904470043729716e-02,0.0000000000000000e+00,2.6180583741314045e-02,4.6453689842917273e-01,4.3361246110150575e-01,2.1920695357442188e-01
8.4946783635127110e-01,2.9545709608941839e-01,0.0000000000000000e+00,2.0078833975905100e-01,1.7454300579560217e-01,3.2668410104011064e-01,1.7504984485381100e-01,0.0000000000000000e+00,3.4513444715630759e-01,3.4971965528848448e-01,8.1182750456123243e-01,9.6267605726994310e-01
5.3528478591258910e-01,9.0683132792421170e-02,0.0000000000000000e+00,8.4265362512478528e-02,4.1380068512424439e-01,1.3398159447691843e-01,1.4228158602495247e-01,0.0000000000000000e+00,9.2889280261239771e-02,1.6733824815634329e-01,8.2674107991171697e-01,5.7900644136414070e-01
2.4020860668988431e-01,3.8402100881719053e-02,0.0000000000000000e+00,3.3454693869610019e-01,1.5856773629557602e-02,4.3388629486507491e-01,7.5213954635570082e-02,0.0000000000000000e+00,5.2875917752135515e-01,4.1712602006770438e-01,6.5828946156565138e-01,3.0822534943173374e-01
4.2885009644005678e-01,3.7817656653937159e-01,0.0000000000000000e+00,2.0715724345218658e-01,3.6185360944935541e-01,7.0754519138520683e-02,3.7928370092446440e-01,0.0000000000000000e+00,9.0044122983175900e-01,6.6418839317020112e-02,1.6997975793131403e-01,9.9701819766590916e-01
3.8984574831976881e-01,3.0948028835094099e-01,0.0000000000000000e+00,7.2988116500848230e-02,4.4112901357709894e-01,1.0849503842179520e-01,4.4010636878810594e-01,0.0000000000000000e+00,1.8575980887445498e-02,1.6168979714973861e-01,7.2781584170191715e-01,3.7747217642578335e-01
2.2538166666394610e-01,1.8268813344039209e-01,0.0000000000000000e+00,2.6933606858098652e-01,3.6469131872787963e-01,7.9179913147497033e-02,1.5416560696897860e-01,0.0000000000000000e+00,8.1944480605145520e-01,2.2228595507646282e-01,1.1062926472037460e-01,9.3679974759839713e-01
1.4645648586719995e-01,1.7802131529037377e-01,0.0000000000000000e+00,4.4104835377776325e-01,7.2698084883359132e-02,4.2587808330493010e-01,2.4919806062307695e-01,0.0000000000000000e+00,3.0016642634359947e-01,1.9084288732629140e-01,9.5380046516360828e-01,7.3910323106475495e-01
3.5073595266955082e-01,8.9179393393026149e-02,0.0000000000000000e+00,4.2947725539307696e-01,4.5870923029617927e-01,4.1663023100149459e-02,1.0977320750082928e-01,0.0000000000000000e+00,2.4816727145197159e-01,5.6174074164238148e-02,8.9442733988333423e-01,1.9613950790586143e-02
3.9143875332775657e-01,3.5084863148668033e-01,0.0000000000000000e+00,1.7008649378617047e-01,3.2811213302753650e-01,3.9314804862065161e-01,1.4451784658585207e-01,0.0000000000000000e+00,3.9702063879569494e-01,3.2007314252891922e-01,5.2825081577709754e-01,9.8436736003162451e-01
8.2695811183456125e-01,1.0192904160419118e-01,0.0000000000000000e+00,2.7273936704131041e-01,4.5881308470522447e-01,2.7105247593600978e-01,1.7168402214706333e-01,0.0000000000000000e+00,6.0748020312496220e-01,1.8696469032549326e-01,4.8828512008330960e-01,5.8056305685152521e-01
3.1622434749872497e-01,1.6779770918198889e-01,0.0000000000000000e+00,1.0240749402282737e-01,3.9976672926344087e-01,1.1129217306358295e-01,3.8351892306569146e-01,0.0000000000000000e+00,6.7052867786267312e-01,1.9056934666735534e-01,1.9440643468339625e-02,9.1971336161514206e-01
4.0108378698657776e-01,3.7606840547512066e-01,0.0000000000000000e+00,1.7989893741994908e-01,4.0465572845423353e-01,4.7418863221292962e-01,3.5660275562879901e-01,0.0000000000000000e+00,1.0039322156840003e-02,4.5614542018938631e-01,9.6809940952813101e-01,9.9618722817699701e-01
